ad,title,link,price,rating,reviews,extensions,thumbnails
,Hampton Inn & Suites Newark-Harrison-Riverwalk,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CDkQyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQzAE&ictx=3&hl=en-US&qs=MiZDaGdJd0s2SndlS24tNzdlQVJvTEwyY3ZNWFJrZUd4emNXMFFBUTgN&ap=MAE,$161,3.7,1696.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Indoor pool', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Kitchen in rooms']","['https://lh3.googleusercontent.com/proxy/P_NZ5iLZar3QwIrunO7t3LFouPimWpAPIrjhYETfW6DMS_gOiugOheR0O7VBjldTcJjF5isOZ57sDwGSQuwY4_-jcXRWsAdEQDrdvK1NGlbUmMEbEpbEr5VBv0g7qL58P8YBXV2Fn8KGc914aZb61ztWP6ZZsUg=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/VmvctDltmdhwT9B_Juh2qVGqGX3ZHtT2wR_9wCrBAN5q3pR545Id760wRRq5nqR0L0GquM0Z7bnDR7oAKl_636a-yyGJ0H611-DRSGY-kEya3OYeEt4EF_0FieaU93vs7UGHd2MsaGqcsY7K_h_l2QlHUXSGOg=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipONZKCtdQ9D731ZGPAJCk0BfzX7YVj5W8zPchrg=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMQTJKK9Bgl_xdi7-y1SKQXVvOCL3ykqHy1BoQk=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/U7KEsQLWG-zxAs32jnZowmkGXFeWSxBpIte-YPq8xFnJCBu3bL2DkJKq2eqTmXbu-YiFaQYxbg1J0izFC6Cz6xJ8iB0rQCyWaP7q8hnUTeK2n2MTSl8pAY27gZvUekuWF0iKKefPOTgV0JZcZgCkB8eaCF8zu7I=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOzAGxdykO7_0RXKMjK58buOdIfu_TF0rQLb3io=w296-h202-n-k-no-v1']"
,Courtyard by Marriott Newark Liberty International Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CFcQyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQzAE&ictx=3&hl=en-US&qs=MiRDaGNJNl9XT3RfYU8yc1M4QVJvS0wyMHZNSGR4YTJkNGRCQUI4DQ&ap=MAE,$149,4.0,890.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Parking', 'Indoor pool', 'Hot tub', 'Air conditioning', 'Pet-friendly', 'Fitness center']","['https://lh4.googleusercontent.com/proxy/mkgR0WItQk_d-DG1SrAZMXaEu8hgs5U_RYX1-M2BuSuNi2EJWn6DsE_Gd3Xu7mMywXDGcj5dvI3MoiGQD1_wxlRIYN-sD0cgp6j7WJLbaAaX68Tq8Ez_W9BvWTiooeTbuLuOoYg5icPD9uUIqMGaMec-DjOsTA=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/FFlFl3VO-b3fSYYRIoCGh0_I5kap5HzGm-2o6NzfTpcpHcyOpuQbUTSzIcnHQqiM1Fr_8zOO7vbQmh8qp3QEAXy_5SCxoFiN38fu8wK7VJDseeVT--p5DN5OwMwiqN6l4JuqK-T11_3OzQdfbyPWeKLOghBPnA=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/JBejH5aMZs_x1PUSFwJVGh_aHgMFvbKXe105lggApVSPuAv4Ix2EnTV1YSVozOGqpVv4OslrezN52TdbP9KsMxm-G6iokbeMPRrg9t4CF-HohTWxOX7LBffaoBSsgBZOehjrlM7VFppFKKj4oFxXbk7gosWvKQ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPfp85lcyLmAvBKfBwQmVLcWdwqrfv9h9ivtd0t=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/Kcxm0mPmDQOhNHHHhYY5fYCZgWKHLMlppI74gpg092K8GmsftDA2UjwZVZdHAEY9P3ydxuz-WGc8Tno5CEdzApdBacps9KR8KBuK9it6Nrx4j0Ghv5zGwgmrYn6Sp9m8r1TPi1S03AZw5B4HSlFG2fwDmM5j8g=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNXYn4AoQAoJTxx7dRoaXjxUPcRbl9XpwxmKsxX=w296-h202-n-k-no-v1']"
,Mojoy Homesuites At Runyon,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CHEQyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQzAE&ictx=3&hl=en-US&qs=MidDaGtJci1UX3k5R0I0WUpGR2cwdlp5OHhNV1l3TkdNeGVIaHFFQUU4DQ&ap=MAE,$65,3.4,123.0,"['Free breakfast', 'Free Wi-Fi', 'Parking', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipO6sW4XtRrl07qclQjOsEP3yNrlKYxIHzt72Hio=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPf5CweXe2Y5l8JkSWoozIzgNni-gO1askCXA7i=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPDjoDjWZ7aEhGlLTtfn-yi_aOxVw3Z8gdJhD9v=w296-h202-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DouVWpxAOmmRVNtQke17rQ&cb_client=search.estubs.gps&w=296&h=202&yaw=183.49957&pitch=0&thumbfov=100', 'https://lh5.googleusercontent.com/p/AF1QipP0g9HHsZwwxw35pAnjI43kgVk5wNEZUsVgxi3Z=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM6eHtYahW4oAqCC4X0idZQeLKuOOZ95K5SRnXP=w296-h202-n-k-no-v1']"
,Home2 Suites by Hilton Newark Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CIcBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=MihDaG9JalpiYm1QdjBtb0cxQVJvTkwyY3ZNVEZtWkROeGMyUXhjUkFCOA0&ap=MAE,$209,3.6,825.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking ($)', 'Indoor pool', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Bar']",[]
,Ritzy Downtown Studio Apt FREE PARKING,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CJQBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=MihDaG9RcjVlY3U5ZWoxNG04QVJvTkwyY3ZNVEZ6WkhkNWNtZHpkeEFDOA0&ap=MAE,$254,,,"['Apartment', 'Sleeps 3', '1 bedroom', '1 bathroom', '1 bed', 'Air conditioning', 'Balcony', 'Elevator', 'Heating']","['https://lh3.googleusercontent.com/proxy/_Co7IWE_iVZqbhtVkx94LbJwxj9Q5dBPk8nsYFsfFe4Ms9OqrUsQ1QZ47XUXPUN_vVy55rRZ5GEnGxBB_u82do7naCrtTFnmR0IAAfX6mphxbvcwwwsnpx-uBZ8G840rk-KbRjEUKYomgbuPjKPthX2yo8w3C4U=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/G8TFLkaN_cI8IHHQ4HqbsgzX-665725mvXVKSDdZpFXhJCWmxtpxC8wQf7LWrWe9ZHO6L_2cJsclqiwiTYKUkWLj3wErjHwWnYmQYvla_PNsIZwW3qMncXWTs9DUCIhI1so2mJHA8aXrfmDn-9y2EWd4xffaUg=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/5PA48OzzL39iG__4-tCdLHlJBIad13w8mK5AeM09Mltt8Gk-chDz8-fSfPjaik3iui3GxAgBIz39gU3owX6CFsUED3qV39H9nVoB2Eg4oqYle33ZR0wWXAMwAiCxbjzBa5ni7ccE6pLfd0o5mV4uUpPqFTdZtg=w592-h404-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/CtQJYzajPfeFqf9Xts5J7oPs6AozPRoK80vzGE7VUqfvYUlV4b1gcRUzIDdTnQYcBTydBCjCMFh8HmdhVI7veWshIIguQDnkwQlSa-yduViNyeuDScoWaObw-4MkOwW6OWsmazPo7mFeOBwuiqye08n8LtLJrQ=w592-h404-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/NegHnsknS3G7slaoayBTmHmKqhyrEyvRlYcFGP0-c4EymSnQig4LBh6pM_catrXMq_xBG8gENBj0koxEx39M5Lqnl6MFpr_4M7zT8viLA8qgSYJvH_nGvzxityGPOTFgoidpGGdzSStnhOh4wL4XGIgdnB1woLU=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/cmK03rKhliCxwCudWRhL-w8GqbOSGe0ZSucbX12QzuBDv792d4lmFa-XAlhkPNiMGktD_oV-ouUfd7VnLy7pKTwtgmD85s9JuOB-nAQ0gySFXQDeJge7Kh_gIX86OqGrnbpwhFFAWwmcp7AoxOHNV7LdQcvYY3A=w592-h404-n-k-no-v1']"
,WoodSpring Suites Linden,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CKkBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=MihDaG9JeE1iTjBzLXd0b2VtQVJvTkwyY3ZNVEZvT0hGM1lqUTVheEFCOA0&ap=MAE,$94,3.2,167.0,"['1-star hotel', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Breakfast', 'Kitchen in some rooms', 'Accessible', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipNUsC8nm4SS-O13CuuBCTvj8IWLfb3g_CRlXVG4=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPwwixbQCRI0Lkv9tXx1ESKKvBztaXa-kH36w8G=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPCEi33OnydgCJIAFsGhYbdsXj3VeNevmFnRoar=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNXk9HDtDCsJxU5E9I2Pl0qqE3X5XUuTmPMhw2W=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNC0HWCoSXFs3R0NBQqRCfC4OqXjN70xb2U5vbP=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNVaPF4HjNgCMb_G1qD3Cw02iJSVyXgOBNmzPxR=w296-h202-n-k-no-v1']"
,SpringHill Suites by Marriott Newark Liberty International Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CMMBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=MiZDaGdJLTg2bnY0M005OWpHQVJvTEwyY3ZNWFJyTm5JMmVuZ1FBUTgN&ap=MAE,$182,4.0,1848.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking ($)', 'Indoor pool', 'Hot tub', 'Air conditioning', 'Fitness center', 'Airport shuttle']","['https://lh3.googleusercontent.com/proxy/ZP5M8GqHdv11K3g3RK_OGjVSNwZtL2svvlcvaPKUrSMeciVeLRjTv0u_6jv8H-gxPutSeJpJKcfvd3JQbkmc7hsNMHyNaorFfifBDSN4EMcWRy4Tu2vCfy7BXYzQvAQ0DgxRyEY_Ip70aSzlg1xGgzc3bSPVBA=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP0e1wi4eoMLaEwv5l3k0Rozu5OegUxuJ1cOk3h=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOQyd5zqtTVhJlZac1VXwrnSvpKdoophcYvS8kW=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNN8IyAV4T8IrtQQoV4X1NRTt9FcMJ7AQ0SysFE=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMhDQIOs524LCa3B2Gc1605iJoWt1wajkWMQvhZ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMMhfwJpZkWrW_VsInhxa5oJQIbSzdPuvnDe75G=w296-h202-n-k-no-v1']"
,DoubleTree by Hilton Newark Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CNkBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=MiRDaGNJaE1hbXV1TG16NzBCR2dzdlp5OHhkR3R0Ym1kblloQUI4DQ&ap=MAE,$240,3.8,4426.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Parking', 'Indoor pool', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Bar']","['https://lh5.googleusercontent.com/p/AF1QipOphFCNdnsVY3pDV8VaPMFGFBFErUA_kjwhEjOz=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN-6Amtm6QvjXIYXC7JNae9NyV51l5AwsJ53Mye=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNyQt19ab55ywDniLeIujuHZND94awMdnFu48A_=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPePvB3lj6PowPe0ptgsHOGTBckGkS75ZFmT2E6=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNlNSAPC6aoyEKgSZtNIPZWK46Y5PgUtTPZycPw=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNg3WmLHJw48n0me4ZwC72LUo-zpKFvaY8LUvZV=w296-h202-n-k-no-v1']"
,Perfect Near NYC,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CPIBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=MihDaG9JNk5UOXNxZmFrWjdjQVJvTkwyY3ZNVEZxTkhoeGVtWnNiUkFCOA0&ap=MAE,$106,4.5,85.0,"['Free Wi-Fi', 'Air conditioning', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipNtOgLzVu0VB23J_njT1b_TSJVhrW4shC2BcbzL=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMBd0fA0JYwxoaPDw-IQRPVpCxqIuFLk89IyvjO=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMm5PMOflRFUP_ZZPvLL4EsImmcCVm0FF7MNc9x=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOlYgHzPNK-d2QmckoJ-_rJEYht00zdaNWxL9c5=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMKrm3aFj7UXvZaMZp7pdTG84tvuWtTRh4yBVxu=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNK34x7z8CaqXYmoewx89scBbiHKP1tUnsBZCB_=w296-h202-n-k-no-v1']"
From Booking.com,Rodeway Inn,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CIgCEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=Mr8BQ2dzSW9mamxzTm5IN0xXcUFSQUJHbjVCU1VJMGFWUmxhRzQwWm5WTk5UTk1RMnRpUTNsa2IySnBZVlpzYTFCcldXTkpOVEZpYlRZMlowbzNUVkZmY1VGblYzbG1SMlpHWHpCWVYwbzBNak5QWlVZeE1WSm9hWHBvY21KTFZGWTJjVE41T1RkRWExTTFkWGxTY0RrNFJrRTNSbU5tVDBSdVpIZGFNbDlYUzBWM1JVMXJVV2d4WWxSclN6VkpWRkU4DQ&ap=MAE,$168,3.2,636.0,"['2-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Accessible', 'Kid-friendly']","['https://lh5.googleusercontent.com/proxy/YWpaOxTTT0M03dN3RSNcY7nq5BsgPh5uapbgZ4QzW22TopvLb9TAzZnW3cK0GQkJ8hk7LabCUGIhtHiAMbZBNZYwQYYsHEBLubM7vPLVZsdxUMgWOJIyJ3R5RXaxwellGguAKsF94LDbnd3dpZHfgEzggtDsJkU=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM3lFJVcMdLorEo05J7r3kZvBuxwgBKPoLGQQTb=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNa3gnMq531SbeELvx31TxZNNhU5VEB4iq4Ada2=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPvnLk5Zdb7qkrAvTOW8SByKnDTNRTUqwIdAL8f=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMwdSFTseppnqodGk8vkZb4VhpZasB8Q6HuUjad=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOXK1P4-L-Wx6J0naS2ZlzniE251wzMp79K2_pM=w592-h404-n-k-no-v1']"
,Courtyard by Marriott Newark Downtown,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CJ4CEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=MidDaGtJb0pyVjN2ZkFsdkMtQVJvTUwyY3ZNVEkyTUc0eGJtTmtFQUU4DQ&ap=MAE,,4.1,984.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Fitness center', 'Bar', 'Restaurant', 'Airport shuttle']","['https://lh6.googleusercontent.com/proxy/RM58gCtI1h12DjhrVdAvRqEbEYBGX4FFAedvxlKh2V8urRW_ssS2-AP6T_cbBA8Vy0PaUGq80Loy1CpklstCTj-DoroBJtsdUNqhmTKNuzLC2gEj5OQeLVYgyZzdADAea4ldj1gbdaMQ2lYN2JNHEk8iABlAPQ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/fz6v_UfQYroXGl0ryaL2HhkW7aqM-wgjozKMuMdsLdlWefLyQ6TdFH3MGXLRB8Clx9LQ7RVM63hAkNUyMExjKcyBksbtV4j0BAVpNi0pB2Zc93XqKhrl4L3ov7zHbOVSbMEhQASdD8O8rpfhHMhjrSoRxTt7Yjc=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/UjJIz4qZPnWTl-JQ4udwj9ija-RmpKIxxQD2_em4eh4P19J5EcczTGB-j2IBDW6nNJWp5Gi8fk9MapnouKqck8d1bnyMCkrizS7G5Zl6_9a3TPF1GcYV6OAVRgZlKNyu-5bNjG8spWp5ECp8S1w2Fj5OCwRxjA=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM3U9-z3lvY8kpWbLTzUofZdfcI8xs3F9KbQE6u=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/uGc4bq8hsogDsbxbGAVx5kwciC6reD0bXwv-Cj61GnIYy-Vu5EsjJGlxVq2oNVVKLhJqYZPP3VvRM1a7qhPmedjVtQSNpPzyF3pf6n_7rGm7qX-Ooz89N7OHuj4euJiVMryJ2FymoymGcTX2C-ScZXud3zZPq_c=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/_Fh1pPGnsIwcnJGS1XZai7S1614VKxKBnoGSlfMxxL6KH_lWX37YY2gh08wnqmEq2HzaJJ3i6QWLfJ0XffYCIOPdfoOsbkUIyKTd5VpMzvv2MCSVeeQ1keDEKbHnsbaBRt058jbdtj-O8TC0KmyR3EUEN0Io7-c=w296-h202-n-k-no-v1']"
,Comfort Suites Newark - Harrison,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CLACEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=MiZDaGdJZ2ZINnM1UGtqZnF6QVJvTEwyY3ZNWFJxTW5CamFtZ1FBUTgN&ap=MAE,$202,3.9,1095.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Fitness center', 'Full-service laundry', 'Accessible', 'Business center']","['https://lh5.googleusercontent.com/p/AF1QipOmnSt98pMblmBDb-7OPUorVPk2zcwd1IlgdcLK=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNdm54LC1QEI1Wfhysit1nZ16sCVaEr0ICikoJ3=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/p4hsIRpv5btN8yR6560_rQZHSiXXkXQ_oNFsK9PZZb47wzTkRin9O0t8SYoIb8ppYjOlm_dkGeIBAcHhgh3QqEQNr9r6KJBco8ZeBzEsWFGJNKXgsTDKGcJup9OJV3ZCsfTXqGc234BCUT8Vw1F_SoLI7Dbjmw=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/WwPNLVrHLwY_Vygn2saCeMyLUliw9oh6Kek7XORmgrw8p4RnI7lWUBrqzKVCvoreX6MMdkXbAsQcAFyiUZUOIzxtYzoPuhamBKu123_Nz40A8YFmHMgj6OMZ48NXU-WhWWQeOxm3hX7mbIGOuIf2NUEpylE1Ug=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/jah68u8epsijLG9I_P4pmsnSpUlBUguGUXuSQDdahvvN_s46fiJUICoM_H-K-X1NeJwK7uKtCjw4vATSN0y5VHdoV7h5WYAKr3flESRBz1RVHMVwxiRRWnw7HdP7Yo8WyHo9W4nlgv_DBOc5qw-PiPkKdkuZ5g=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/HB3vf5LLaQXAcbvJ7jo3Xde5WS9QGK5-WI7IwlEkJ_pfDrMxVOPlni4fVYmqPuo_FUqQ9nJzJm1jtHh1WXhefJ1bw6MbSPW4vcBMrCFvu5EgwcTBIdMCPOD6DsIhHLUYK72HJnJN_LhaC5BM_zoUT5T9wNGDYfw=w296-h202-n-k-no-v1']"
,Element Harrison - Newark,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CMYCEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEMwB&ictx=3&hl=en-US&qs=MiZDaGdJd3R6R2l0ZlFrWjBhR2d3dlp5OHhjSFI0TjJ0b1gzQVFBUTgN&ap=MAE,$269,4.5,904.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Bar', 'Restaurant']","['https://lh5.googleusercontent.com/p/AF1QipMIYN82P_E4Nf-ZtxFu6B2bcYHqnWP57ObmxOPh=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/aoCeoJugQuqzhMPP4_4TPawzDQCji4HQgL7La2YOmZbeeXMpI1f9WVef5kERzZGVdzhCP5MsRYxtX0fTd0CYBNTaEqxScpQpuXDUiQLRgNadgoJdf5fZYUpLUv54aYdiuB8DRTEhO3JeeHrmuwXO3LPsHEYgHQ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNT-XT7wauEQxpBRpUn1ohJS8ax3SQaK5EsbesH=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMenbhOKnyN4KRoZuClXTVcHM_NogAaC0bVNll9=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN6JpYiN0nvOM--52fdQ25YyO21TkouWzvdmhl5=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPJHs2yhdZ3RUUUil5ZGuJw5PUOVjuaEuhwc4ix=w296-h202-n-k-no-v1']"
