ad,title,link,price,rating,reviews,extensions,thumbnails
,Hilton Newark Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CKUEEMr3BGoXChMIkNrlw9vo_gIVAAAAAB0AAAAAEEU&ictx=3&hl=en-US&qs=MiZDaGdJX2ZDcndwdTQxTWZVQVJvTEwyY3ZNWFJzT1c1bmVGOFFBUTgN,$260,4.0,3245.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Parking ($)', 'Indoor pool', 'Air conditioning', 'Fitness center', 'Bar', 'Restaurant']","['https://lh5.googleusercontent.com/p/AF1QipNq3DhiUT_fld4heukS7sA2eZakupt3HH0Hoj_l=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN9wI_2jPP4unVc11qkB5Rxo6PYI3nwnTKi7xGD=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN_lt1znz_ST7Tv0hIkTde8GRq9ZNbUG456kT3x=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/ujI607xW4JAyiigCVpZv8WXvbO2XnjlZPmdVNuXmALax03rD8VsUnLSwEYT6Z5i3W48wk_Cnd6TID4PCNXlPgxRJzD-YNGUKx_TaSha0frUxmElOsl7G2-cwxhHlI0hybsCSsZ46Peftk8lm0WPDfeeLjoHaCw=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNj4moSZbFhMzQDq3J_ZXfWVfl9chNnR07JknxJ=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/9Qw81xfYNT4_AQb7sbN6mk8_ROd3veqghz9eLlVb3uaj66s4FomobAm--rz-ZaTbgNcD2nBeNpMOl2_LY71nnBpPgeEFXMpGacUuxV13OS46OoD_W6nY2WciWjfaJUXus-7FyGIw2y8SxO9G7uVcEFlYMVXX4g=w296-h202-n-k-no-v1']"
From Booking.com,Cambria Hotel West Orange,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CA0QyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQiwE&ictx=3&hl=en-US&qs=EgRDQkk9Mr4BQ2dvSTd0N011Y2Zrek50ckVBRWFma0ZKUWpScFZHWTRRazFEU0U0M2JqZHdWWE13YldWVllsOTBhRkJ1Y2xWM1pXTjVOVU5xUzNGSVJsWjFRbnBtWkhKR05Xb3lOMVkxYzBJNWQwWklYMjUxZVZKdWFYZGhTRTEwWkRaMlYweFNZVzVzVnpkNVEwbGxkMUYxYW1WSlVUTldhbWRPUWxGeWNURlRhWEZ6V2pWdVRrZElaUzE0ZG1SSVVIbElkdzgNSAA&ap=MAE,$201,4.2,567.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Indoor pool', 'Air conditioning', 'Fitness center', 'Bar', 'Restaurant']","['https://lh5.googleusercontent.com/p/AF1QipPqJJLc9mxmq0_TpnEi3oA1LHRY_oiYjJQ_Zzib=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPzk63Itfu2Ud9UfBPkvJz01rGXSsqHwrI8tvBw=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNLIkiKc9l-9_uPAbJd5ag5GGyRooNA3bChpUqJ=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPcNBp2tj40ulOA3arURCwEHftFRXlrhtdYaolE=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPtQ4rSLHWKrRvhWMMZ2BA3Gza6qiQsSRCq-C6u=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/C7C9W3f8MJGU9baamxqUnUd4E6oDjMR9Xx90-XakhVkZLBpkyLEdaFEdEjOFiixeYw9NrwIKI6_76OpvIrtuPByevj-AO7WxtQXhc7ycO6Ttct6_Kl-trevrjiY-O5UhHD_RpDxfgKzfGC3qigrSaWHG4sYlNQ=w592-h404-n-k-no-v1']"
From Booking.com,Hampton Inn & Suites Newark-Harrison-Riverwalk,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CCMQyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQiwE&ictx=3&hl=en-US&qs=EgRDQkk9Mr8BQ2dzSXdLNkp3ZUtuLTc3ZUFSQUJHbjVCU1VJMGFWUmtXR1p6U21Sc2NXOUNPR2x3VDFKVlRucEpVa3huWm1VNFVtSXhaVXhCYlhGeFYzVjFTMnBEVVVweFlqWmlkRXRYVFZodWJtZG5hRVYzYTFKNGFqaExaMGd6VVVwU01qaDRTV00yV0hGT01YQkJaMU5KWm0welZWOVhVVjk0U2xOTExXNUVaWFpvUmw5ckxUUk1keTFPY0dKdFdsSkRPRUU4DUgA&ap=MAE,$161,3.7,1696.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Indoor pool', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Kitchen in rooms']","['https://lh5.googleusercontent.com/p/AF1QipMQTJKK9Bgl_xdi7-y1SKQXVvOCL3ykqHy1BoQk=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipONZKCtdQ9D731ZGPAJCk0BfzX7YVj5W8zPchrg=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/P_NZ5iLZar3QwIrunO7t3LFouPimWpAPIrjhYETfW6DMS_gOiugOheR0O7VBjldTcJjF5isOZ57sDwGSQuwY4_-jcXRWsAdEQDrdvK1NGlbUmMEbEpbEr5VBv0g7qL58P8YBXV2Fn8KGc914aZb61ztWP6ZZsUg=w592-h404-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNKkcdRox_u3iR0hgr983q372Etlqst0SMITB0u=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/U7KEsQLWG-zxAs32jnZowmkGXFeWSxBpIte-YPq8xFnJCBu3bL2DkJKq2eqTmXbu-YiFaQYxbg1J0izFC6Cz6xJ8iB0rQCyWaP7q8hnUTeK2n2MTSl8pAY27gZvUekuWF0iKKefPOTgV0JZcZgCkB8eaCF8zu7I=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/VmvctDltmdhwT9B_Juh2qVGqGX3ZHtT2wR_9wCrBAN5q3pR545Id760wRRq5nqR0L0GquM0Z7bnDR7oAKl_636a-yyGJ0H611-DRSGY-kEya3OYeEt4EF_0FieaU93vs7UGHd2MsaGqcsY7K_h_l2QlHUXSGOg=w592-h404-n-k-no-v1']"
,Howard Johnson by Wyndham Newark Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CDwQyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQiwE&ictx=3&hl=en-US&qs=EgRDQkk9MidDaGtJbHNycWdLV3RvNU9tQVJvTUwyY3ZNV2hqTVRaME9IZ3dFQUU4DUgA&ap=MAE,$141,3.0,1599.0,"['2-star hotel', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Fitness center', 'Restaurant', 'Airport shuttle', 'Accessible', 'Business center']","['https://lh5.googleusercontent.com/p/AF1QipNpvI-owA0Zz15u11n8n3QvBmFGN08GmRt6IPOu=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNVmJjRkx7NZYmdHHOl77uiAh8MZlyRZOv3u4Pj=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/wqLPB0A_Og7gdg-BzMdhB430tBKbg5hP0S2CTixqCupfLN6FsNlWn_CaBGITna9P-4oZXmb4afg2NRB7vDGMvPZ3Egkbcf7XEl8TR9Wdf3HXUbkV4vlLZg9QWyGu4pzME8OZ83x7spRoDb8IsIrJHhKAAKwO2MY=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOVGE5ONAoTAhZI93whJ4RgcXZaTMy4D-j8TyUP=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/MofprR9V__5fZNTr_VHKzRaSnPfFPt5C0bWAHeKQndoairD2IguQHrBcFyTiQklgFi0MAVUGIsWIkw9xfIMOTiBalv4Yh5tKQoAItNA4oodsn0L94gfMjCWkyGZli-tGHtvp9tUkCqhTLTTjzC4cFSzIAtx8Lw=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNC92njnBdsF-xUKxoAcKdXpYe6zBAKk43XqZ9S=w296-h202-n-k-no-v1']"
,Extended Stay America - Elizabeth - Newark Airport,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CFMQyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQiwE&ictx=3&hl=en-US&qs=EgRDQkk9MidDaGtJOVlTLTRfcWs5S2ZEQVJvTUwyY3ZNVEkyTkRobk9YUXlFQUU4DUgA&ap=MAE,$100,3.3,871.0,"['2-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Kitchen in some rooms', 'Airport shuttle']","['https://lh5.googleusercontent.com/p/AF1QipM-meUAqdWyblZ601YpktgAlLPgcaK586L17xSO=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMmmpVB9C8Dq1A1-RVBfT-feuAxtU909M3cbhAm=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMYEcRCPzTAAnzUt6nng1nOLE-QIsQige22_T1z=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNmhMgQwy9OOzWTczBG_j9oPTfrSelBY_sBneFj=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPTzZtuO6WEz2RRI89g5gER3evz9-LVZvaq3f77=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOd4WKtejNFQxIcOLW6tVoVlTYigODvP4LNQ8yk=w296-h202-n-k-no-v1']"
,La Quinta Inn & Suites by Wyndham Clifton/Rutherford,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CGkQyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQiwE&ictx=3&hl=en-US&qs=EgRDQkk9MiZDaGdJcGF5aF84eWNwZDgtR2d3dlp5OHhhR00wTjJRek9XUVFBUTgNSAA&ap=MAE,$260,4.0,1772.0,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Indoor pool', 'Hot tub', 'Air conditioning', 'Pet-friendly', 'Fitness center']","['https://lh5.googleusercontent.com/p/AF1QipOnpaOwUCCsDvXAgNmvdWhef2qnRQ4I9lPH-Vy6=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/TTK1TH4fckIJkDl_1YyZ_lRvyvGLccD0dy-soVlkIIJsJ6OWI0W9j7I2pg06F--4MYo_okx56guZ7sjlV51zPfRUu7SS0S9JnjP6ehH25RkYy1s_uIMyoTJG7TNeQyToc2QaEZJbv1Hb40hwR02EEjuS1sd_EOA=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPbdGdApXsmbCJ93yasNqqX61H1JOLEgLgefpge=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/CNY3dvKNmfb5d5hHqe3ksNzTKRm5J7uvyWas_W8phfFV_LsIK2PrEzExj6OrsrmTaFiv_uDmp5doeCaJAvZg4Kxjmxg9hoxhaizYwEBfd14xrMHdG2enMq3eXk_yGlTLI-XezR4UZksMVMU35qQmD8wJxq-V_A=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM2q16x2f2NgW1Uz50dno4Xl-WMg17gY4IejS5c=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMuD_8Ldy_G905vUKJdDebinBkBXrsJ_LhUP3qm=w296-h202-n-k-no-v1']"
,"Holiday Inn Newark International Airport, an IHG Hotel",https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CH8QyvcEahgKEwiQ2uXD2-j-AhUAAAAAHQAAAAAQiwE&ictx=3&hl=en-US&qs=EgRDQkk9MihDaG9JbHIyZXFaRFVuSWVHQVJvTkwyY3ZNVEZxTVcwME1YZG1kaEFCOA1IAA&ap=MAE,$161,3.4,220.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Fitness center', 'Bar', 'Restaurant', 'Room service']","['https://lh5.googleusercontent.com/p/AF1QipM6CIcv6vI-AwRHnaN4CYOLcmMZgQrA5jUJwOPa=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMMvtx_5I9ZQhY0ORRhr1nNMtEzoHiuzgWqPDWG=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNcqxD5jvhx0F8m4uSE2iHJ0z6decV7oocGFHgf=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNA0EH3BeYeWXriPpigafmMm1Z90lT7TWzLFpt-=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNePWtWF29cU1GexbrgGE7fXZg4nb4rMV7h6Us1=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPKU38kqtAR0mnXKUgyNajdwyAEsNgIpGzc8qZa=w296-h202-n-k-no-v1']"
,"Newark Home w/ Deck & Fire Pit, 16 Mi to NYC!",https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CJUBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MiZDaGdReXQzenlaMjQ5MVVhRFM5bkx6RXhjMlJ1WW1ONU9UZ1FBZzgNSAA&ap=MAE,$224,5.0,1.0,"['House', 'Sleeps 6', '2 bedrooms', '1 bathroom', '3 beds', 'Min 2 nights', '947 sq ft', 'Air conditioning', 'Kid-friendly']","['https://lh5.googleusercontent.com/proxy/11XGNtcZ3ezFGF4ruv6tUO2ifcqCA2oQNWeqJIl69bnhm6WAGpNrMPLsx4bbl9maH9ZMonta3DJEUjpBOWUMoaZneF7BmRbPh8-MgZG2ObA_A4zzibtwIAfrpd9Gx7ZoAmlhZEJvXmc3VrOERUAPYO-kpG3DoQ=w592-h404-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/zaPofG3xtTouZzBtj1XSnwoWh0oSDI9O3xDq_c-WyqEI2A5_s-lkyf2kMQesgKnkvxrB5t0NEvbqUIUdgbm6bK81g02H-hgxjDRHceNM8maQ7EYWC8T8SR6OQx0e-2wQ1KblSUCN_7KmV162-5X7-uVOflabbQ=w592-h404-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/LMaoUK1F2mLXSpk2ixBQAhM5PJd-pAYcnJ24rNQWjJ60MMf5ma-niWB7BsInrrFTvqKgNeCpQSjqqzVPu7Y0T1gNBykHlzouJripBzazXhzQWLSyNfGR05HVHAi2fGX2GRZScvOKmqSw3QN30QhB1ipmZxjW9g=w592-h404-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/aOKIfTPC72tTQj3H1CwePw41RwFvPSuvQISbAKop3DNiwafIsrZYZKbz7CUrsr7NIsL2Q6PaALfdqrrMcqfnTEPHfctrGVWFLgdH9zEfA_392r1R0uNTP_hA6iVn_hl5sbns4SHopAhhNq2f8JUG9FToxOw2Cw=w592-h404-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/pLOEXrVGPUa0tQlfKevZLgRfXVoQwNEXR9mKgHVAdzpntcQOCTGeroOQaIFwK2BJ7TGQND0bd98lfkNyDqrM5SIdJz6i5rVaf8e-dG-8xKMvqvGMIsSzqSmtCEdGIu3LathrnnwSivdtvGBcKrAaHU7YzNs2Ra0=w592-h404-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/Oq04E5RFOH1SeOyqgYDxhisNaMrxc8URJTq97tSkABcr4olQpGw62LxBK6n-erDmTNYemw5jrAbZMlkZBW8IrcOCX2MgaeFz9N31jtE5-ksJfpX4aizAywlUEnyagHzTMUzSZIsZPsE_lh_gEMC9Ij02sgIR9g=w592-h404-n-k-no-v1']"
,"Candlewood Suites Secaucus - Meadowlands, an IHG Hotel",https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CKoBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MiZDaGdJck0zTjhlN1YxYTJMQVJvTEwyY3ZNWGRxWHpaNWNXb1FBUTgNSAA&ap=MAE,$127,4.2,411.0,"['2-star hotel', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Restaurant', 'Kitchen in rooms', 'Airport shuttle']","['https://lh5.googleusercontent.com/proxy/P4zE_TOM11TY20fMHHJr2rBX7vFzfiVv9jtQJEgeTuXz7_Fi7UCfq7PpGcYpUuF9MqTvdmKbrKMZ2K8LbkZIBdmR8ru_Xd0hcYmKZNX2dSn1Q9J3zyBzzYYMiF-AvxoUwGZK0bGYMW28RjzVAe9oSQY4iHAZ7w=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMvrkIhYPpJkD3kFkdq3x-kO_KkRw873BirJzho=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipORrKYU0sIfDKeXVtnW3GZKafRxKl830nGrcWt-=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/Fpqu_bsyt7IPm4CBExAozfgK0ul_aUUJqPT498DoC5OqUYYdUg60qhGbNvEHf6QQAf86OEA_pHxnAGpUNkJvfYGqDWFnzpyHhak54PHfcsdKFukaLragu8EudIClcuTYqzdxuO5VcS_XIo0jJRljXctHLZEQzA=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNY9fuhnmrcdvgkOuRvTkpegWPktU5ddawrpLiQ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOee7kI2uwBEehQPucRmfwbiwZ21aNUg1PFfL6n=w296-h202-n-k-no-v1']"
,TRYP by Wyndham Newark Downtown,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CMQBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MidDaGtJNXRqNnFZZWo3YXRHR2cwdlp5OHhNV2RvTm1KMFp6TXdFQUU4DUgA&ap=MAE,,4.0,1174.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Fitness center', 'Bar', 'Restaurant', 'Airport shuttle']","['https://lh5.googleusercontent.com/p/AF1QipOQdpnpcmi1FAuh7DaDuQrAlzXxCznQrflxvGSt=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/lRXMQMWR55y2VCigFIf7qvelvStO1Q8v7_OWl-0E9S4j51TQyArG2YsRDKV7wvD1bZK8aOgtWAd_QNVsSuasjPYYVV2bNR9cea94ZFPudJvU26fGDe27Fs20qF7n23emd1l9C4v7Myo1gRwDnqCoYytc-wMAG0Q=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPFsClXyWCLJyjs_KS26cHCkau9rUXcgJ1hQco0=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPru695aOVOqbng9daewVlu-i7klx4ZX33fv16f=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/8TIPI-B_natTVBsYtpYO5zKOS6iUNFF_h-aDTphd_AUt6JrWkVlEQmFCENRZajI_0JseuQkjU1Yv-LB4EDTZelX6bLwjCW0yYmVyauGf9H2Sca82GcUbwOCCNNpIxXytq6dGNPv6tVzgwjAxQpb4LOlxgxlLMwY=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMVnX21w6t5fSNsXw661lfekzGQZQ_2vyY3Ddi6=w296-h202-n-k-no-v1']"
,"Crowne Plaza Newark Airport, an IHG Hotel",https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CNYBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MiRDaGNJeE1fMnVfbWk5OVJCR2dzdlp5OHhkR1JvYlhGNmVSQUI4DUgA&ap=MAE,$169,3.6,2000.0,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Parking ($)', 'Indoor pool', 'Air conditioning', 'Fitness center', 'Restaurant', 'Room service']","['https://lh3.googleusercontent.com/proxy/WB-ZeMoMYFMz_aXQyOZp5N2Mj5BXYQX5Mq-MHGFgCa4RmFDrmftdTA84DQ_AibYmqMm_UsSGYSE-oM0X6KVNs1S77qy_tr2r3vEpsykKk4yJ-LL4vBfE4AtXQ97fO19olR7xJFTLlkkm-AxgNvBBrp7edgBW7zk=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/-c4BiLY1m152E4L3bViOp11YjGWRmVAxGe4jVx4gyWpmOch4JjE02yMNXVc1FPrO8UbJv16i_H8z3p6LcPBA1JMbwwhL-Ffy0GaV3BCeheRbDCvlgxxixO_rw_2e6N5eXRCANxnt74AV1GHmO3jkRIQzaA025kk=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/v1QIYNVWpKZc3R_vMczbN9ga7h5aZ2ojdhrq36niQTaAiPfPBkzsjOQzBwPwuNmPAvNWyCjd4WSiVLcRguekfjIhfna3zE_rqgomd6ZCjXvo7X39MKCTMcfmbqsjkphU7W7erZLiGbdNHbDe17Jf2j2H4NLDpGo=w296-h202-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/zQlrnl2q-fmnNIQoRmxArSCsUQQWYScseRXeOwvm7GV75uWajfyw4zaiBCIQf0np-3IjTpBRxmyxup-EGRvw-oN6PiD6ifBKZrEN2-r9gFNMBDKYZOd82wW0Wfjxm-1wnd9hlSuubLL6_Ft19U6dsgTBnmPvDw=w296-h202-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/RZ8KZ9_-kU0-e-PyuUjhqOb3Xoy42Y9Qz0alRKSeZwZhzZxNnKA5V6xxYD9FT4rV4Ofo8jTdP0H4TG6fyrYFIW9QLIttw_bDLXXnScan1baYY1u3hJ-qtlRlFmzgHXrAKCqPDpnn4-1ZbSop3RIBCwGatVbAgw=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/-JBVmnzp4T_FFQHjHjS6W6n23f1Y4X97v6eu751JvBTlPTtlLhb0syeEhLa_Cagmg3iwTEcqWxklquqzyWluQkojTMjsuXti4yBBEDVI95saa0u94o1WSGCgnBk2RVgSEq2qUxUjfh-51D8FC9TKLuWilW4zmw=w296-h202-n-k-no-v1']"
,Hudson Plaza Motel,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0COwBEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MiZDaGdJOExIZmpldW94cHlrQVJvTEwyY3ZNWGRuTlhsNGVUQVFBUTgNSAA&ap=MAE,$92,3.3,357.0,"['2-star hotel', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Accessible', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipMGlzkbwsv34wvk3ix5RA9kqI-Usfj8TVmxga_Q=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN7VqyooJ1UcBqhlykBtXK9wi5SwHivl-68pEMi=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMh4iQ4m8FqGPCl6gAJuF9MLA97E_O_S9n0cmva=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNKfMuszt7MShpzUmp4YLhAMj99xN4yR5laSumS=w296-h202-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/g35aYT34xt-dSqQw2IUrHRdRh8qXdHaheuIhM20e8X6vcsiF3_zL47xR4Dli2jRh3kyfoR5N33kvXnjZ7dWrihw8cRrbqbwKFFXdQ9mIeDQotIh8hX2MpkP-UUI8N27Xxq0v8SqkYfa61Pi5rFqM75yJKlzAMyQ=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPxbWlSxT_HFNAwWjOz_pzc0GN2Vtbbk11-5tBJ=w296-h202-n-k-no-v1']"
,Hova House,https://www.google.com/travel/search?ts=CAESCgoCCAMKAggDEAAaMgoUEhIKCC9tLzBocHRtOgZOZXdhcmsSGhIUCgcI5w8QBRgTEgcI5w8QBRgeGAsyAggBKgcKBToDVVNE&ved=0CIYCEMr3BGoYChMIkNrlw9vo_gIVAAAAAB0AAAAAEIsB&ictx=3&hl=en-US&qs=EgRDQkk9MihDaG9JMWFyOTk3UHQzS21OQVJvTkwyY3ZNVEZtYm5sd2FIRnJiQkFCOA1IAA&ap=MAE,$78,3.2,20.0,"['Breakfast', 'Parking', 'Air conditioning', 'Kitchen in some rooms']","['https://lh5.googleusercontent.com/p/AF1QipPoyJ4odeWqxPBi6u0_hOc_tInsqqWCtPFK7Um1=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMSYYLBC_HPQqi4YZrLwaCu2nwltoQhnFFMDRE=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPA6nyJqBOau0fvfh2KH5omBl1RRera_KA7sIKH=w296-h202-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPcYrOxCZslUBdaOG4xcS-QCXXYQVjHX_W1V_w=w296-h202-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wi8TVPf89iSWrjLiS5TYCg&cb_client=search.estubs.gps&w=296&h=202&yaw=353.33148&pitch=0&thumbfov=100']"
